time_ms,distance_mm,beam_deg
9579,284,45.0
9638,281,-2.87
9696,274,-45.0
9756,279,45.0
9815,283,45.0
9875,275,-45.0
9933,281,45.0
9992,281,39.22
10052,286,45.0
10110,284,14.85
10169,291,45.0
10229,279,-45.0
10288,280,45.0
10347,280,38.12
10406,281,45.0
10465,277,-21.45
10525,280,45.0
10583,277,-7.42
10643,270,-45.0
10702,269,11.0
10761,269,25.0
10820,261,-45.0
10879,266,45.0
10938,269,45.0
10998,263,-45.0
11056,263,17.84
11116,256,-45.0
11175,257,24.65
11233,253,-45.0
11293,257,45.0
11352,251,45.0
11412,255,45.0
11470,255,6.01
11529,247,-45.0
11589,246,-18.8
11647,244,-35.2
11706,237,-45.0
11766,238,-0.41
11825,233,-45.0
11884,234,-5.23
11943,236,11.16
12002,241,45.0
12062,239,-41.25
12120,245,45.0
12180,243,-36.45
12239,236,-45.0
12298,232,-45.0
12357,228,-45.0
12416,221,-45.0
12475,222,-19.71
12535,219,-45.0
12593,224,38.66
12653,218,-45.0
12712,222,22.23
12771,226,27.02
12830,224,-45.0
12889,229,44.6
12949,229,-25.41
13008,226,-45.0
13066,229,16.56
13126,226,-45.0
13185,228,1.34
13243,231,18.93
13303,238,45.0
13362,237,-29.88
13422,244,45.0
13480,243,-22.69
13539,237,-45.0
13599,236,-31.1
13658,230,-45.0
13717,233,21.28
13776,228,-45.0
13835,235,45.0
13895,234,-33.55
13953,239,45.0
14013,243,45.0
14072,246,36.84
14131,252,36.84
14190,254,32.8
14249,263,45.0
14308,255,-45.0
14368,265,45.0
14426,260,-45.0
14486,257,-33.57
14545,259,38.83
14603,249,38.83
14663,257,45.0
14722,253,-45.0
14782,253,3.61
14840,249,3.61
14899,246,-45.0
14959,244,-35.21
15017,239,-45.0
15076,239,-13.22
15136,234,-45.0
15195,241,45.0
15254,245,45.0
15313,244,-21.23
15372,248,-21.23
15432,255,45.0
15490,254,-9.2
15550,253,-10.39
15609,267,45.0
15668,261,-45.0
15727,279,45.0
15786,278,19.65
15845,280,45.0
15905,287,45.0
15963,307,45.0
16023,301,-22.66
16082,311,45.0
16140,317,45.0
16200,327,45.0
16259,314,-45.0
16319,288,-45.0
16377,260,-45.0
16436,229,-45.0
16496,199,-45.0
16555,172,-45.0
16613,154,-45.0
16673,134,-45.0
16732,120,-45.0
16792,112,-45.0
16850,102,-45.0
16909,95,-45.0
16969,95,-45.0
17027,92,-45.0
17087,95,-45.0
17146,97,-45.0
17205,105,-45.0
17264,112,-45.0
17323,119,-45.0
17383,130,9.25
17441,142,37.6
17500,160,45.0
17560,178,45.0
17619,195,45.0
17677,206,45.0
17737,214,45.0
17796,221,45.0
17856,229,45.0
17914,228,-41.39
17973,228,-27.4
18033,226,-45.0
18092,219,-45.0
18151,213,-45.0
18210,208,-45.0
18269,216,45.0
18329,215,-45.0
18387,219,17.68
18446,225,45.0
18506,227,-0.74
18564,236,45.0
18624,233,-45.0
18683,242,45.0
18742,241,-25.96
18801,244,33.63
18860,248,33.63
18920,246,-32.8
18979,256,45.0
19037,250,45.0
19097,253,45.0
19156,250,45.0
19214,250,45.0
19274,248,45.0
19333,254,45.0
19392,250,45.0
19451,243,-45.0
19510,238,-45.0
19569,233,-45.0
19628,226,-45.0
19688,218,-45.0
19747,212,-45.0
19805,213,-30.48
19865,206,-45.0
19924,209,-7.33
19983,212,-3.75
20042,215,-0.16
20101,219,18.62
20161,222,8.21
20219,224,-3.41
20278,224,-31.42
20338,225,-16.23
20397,224,-45.0
20456,223,-45.0
20515,223,-32.67
20574,220,-45.0
20634,230,45.0
20692,232,6.1
20751,233,-6.71
20811,245,45.0
20869,248,45.0
20929,249,45.0
20988,262,45.0
21047,262,14.41
21106,268,45.0
21165,268,21.63
21225,272,45.0
21284,277,45.0
21342,272,-43.53
21402,277,45.0
21461,271,-45.0
21519,272,40.5
21579,270,-3.89
21638,269,8.92
21698,267,-7.47
21756,269,45.0
21815,272,45.0
21875,267,-45.0
21934,273,45.0
21993,264,-45.0
22052,273,45.0
22111,269,-33.0
22171,267,-7.39
22229,268,35.81
22288,267,6.62
22348,272,45.0
22407,268,-34.16
22466,271,45.0
22525,269,-4.94
22584,269,23.07
22644,274,45.0
22702,278,45.0
22762,275,-11.69
22821,270,-45.0
22880,275,45.0
22939,272,-15.26
22998,267,-45.0
23058,274,45.0
23117,270,-31.62
23175,276,45.0
23235,275,16.4
23294,290,45.0
23353,291,45.0
23412,297,45.0
23471,302,45.0
23531,302,45.0
23590,300,32.54
23648,293,-45.0
23708,296,45.0
23767,288,-45.0
23827,285,0.62
23885,278,-45.0
23944,275,-11.35
24004,281,45.0
24062,276,-38.12
24121,283,45.0
24181,285,45.0
24240,287,45.0
24299,291,45.0
24358,278,-45.0
24417,266,-45.0
24477,250,-45.0
24535,229,-45.0
24595,212,-45.0
24654,202,-45.0
24713,188,-45.0
24772,181,-45.0
24831,175,-45.0
24890,173,-45.0
24950,169,-45.0
25008,168,-45.0
