time_ms,distance_mm,beam_deg
22821,266,45.0
22880,267,34.42
22940,272,45.0
22998,274,45.0
23058,282,45.0
23117,282,38.48
23175,282,38.49
23235,280,8.11
23294,272,-45.0
23354,272,26.53
23412,266,-45.0
23471,273,45.0
23531,269,-33.04
23590,270,38.17
23648,274,45.0
23708,277,45.0
23767,276,17.41
23827,279,45.0
23885,284,45.0
23944,278,-45.0
24004,275,-11.73
24063,270,-45.0
24122,269,9.09
24181,271,45.0
24240,277,45.0
24300,281,45.0
24358,279,7.14
24417,279,35.15
24477,281,45.0
24536,278,-8.02
24595,274,-26.8
24654,276,45.0
24713,270,-45.0
24773,271,39.63
24831,273,45.0
24891,267,-45.0
24950,280,45.0
25009,273,-45.0
