time_ms,distance_mm,beam_deg
16435,81,-45.0
16493,59,-45.0
16552,42,-45.0
16612,31,-45.0
16670,21,-45.0
16730,22,-45.0
16789,19,-45.0
16847,21,-45.0
16907,29,-45.0
16966,41,-45.0
17025,44,-45.0
17084,58,-35.85
17143,71,-34.34
17203,90,45.0
17261,107,45.0
17320,122,45.0
17380,140,45.0
17439,159,45.0
17498,173,45.0
17557,185,45.0
17616,198,45.0
17676,209,45.0
17734,221,45.0
17794,218,-45.0
17853,226,45.0
17911,228,-0.43
17971,230,1.96
18030,226,-45.0
18090,225,-45.0
18148,220,-45.0
18207,223,7.51
18267,220,-45.0
18326,223,7.48
18384,226,11.07
18444,226,-30.94
18503,236,45.0
18562,230,-45.0
18621,232,4.23
18680,233,-8.58
18740,236,23.01
18798,230,-45.0
18858,233,19.4
18917,233,-22.61
18976,233,-22.62
19035,231,-45.0
19094,226,-45.0
19153,224,-45.0
19213,223,-45.0
19271,227,26.12
19331,234,45.0
19390,230,-45.0
19449,238,45.0
19508,241,28.89
19567,246,45.0
19627,243,-45.0
19685,243,-10.72
19744,240,-45.0
19804,236,-45.0
19863,234,-45.0
19921,225,-45.0
19981,225,-32.36
20040,222,-45.0
20100,224,-5.59
20158,220,-45.0
20217,221,-23.22
20277,226,38.77
20336,228,-0.84
20395,228,-28.85
20454,228,-28.86
20513,225,-45.0
20573,228,13.11
20631,233,45.0
20690,240,45.0
20750,237,-45.0
20808,243,45.0
20868,240,-45.0
20927,236,-45.0
20986,235,-34.53
21045,226,-45.0
21104,230,29.45
21164,221,-45.0
21223,226,38.62
21281,222,-45.0
21341,229,45.0
21400,225,-45.0
21460,229,28.17
21518,228,-43.04
21577,233,45.0
21637,240,45.0
21696,244,45.0
21754,251,45.0
21814,255,45.0
21873,252,45.0
21932,228,-45.0
21991,208,-45.0
22050,178,-45.0
22110,148,-45.0
22168,122,-45.0
22228,101,-45.0
22287,83,-45.0
22346,65,-45.0
22405,55,-45.0
22464,33,-45.0
22523,31,-45.0
22582,22,-45.0
22641,18,-45.0
22701,19,-45.0
22759,18,-45.0
22818,22,-45.0
22878,24,-45.0
22937,42,0.86
22996,39,-45.0
23055,56,3.46
23114,65,-45.0
23173,81,19.28
23232,89,-45.0
23291,105,45.0
23350,114,-39.34
23409,126,17.0
23469,137,16.14
23528,153,45.0
23586,168,45.0
23646,191,45.0
23705,203,45.0
23765,215,45.0
23823,226,45.0
23882,234,45.0
23942,237,23.95
24000,234,-45.0
24059,234,-21.66
24119,232,-45.0
24178,223,-45.0
24237,222,-45.0
24296,219,-45.0
24355,224,36.27
24415,221,-45.0
24473,218,-45.0
24533,224,45.0
24592,225,-18.58
24651,230,43.41
24710,230,-26.6
24769,233,18.99
24828,230,-45.0
24888,233,18.97
24946,230,-45.0
25006,232,3.75
