time_ms,distance_mm,beam_deg
9,240,-45.0
68,354,45.0
127,364,45.0
186,339,-45.0
245,360,45.0
304,347,-45.0
363,349,45.0
422,362,45.0
481,360,45.0
541,358,45.0
599,356,45.0
658,364,45.0
718,362,45.0
776,350,-45.0
836,351,45.0
895,355,45.0
953,350,45.0
1013,339,-45.0
1072,338,45.0
1130,337,45.0
1190,330,-0.99
1249,334,45.0
1308,319,-45.0
1367,316,38.32
1426,316,45.0
1485,297,-45.0
1544,301,45.0
1604,292,-45.0
1663,276,-45.0
1721,266,-45.0
1781,252,-45.0
1840,240,-45.0
1898,231,-45.0
1958,222,-45.0
2017,214,-45.0
2076,208,-45.0
2135,209,-35.29
2194,208,-45.0
2253,210,-20.13
2312,213,-2.55
2372,213,-44.57
2431,226,45.0
2489,232,45.0
2549,228,-45.0
2608,241,45.0
2666,239,-41.41
2726,244,45.0
2785,250,45.0
2844,251,45.0
2903,249,45.0
2961,249,45.0
3021,253,45.0
3080,248,45.0
3139,253,45.0
3198,249,45.0
3256,247,45.0
3316,248,45.0
3375,247,45.0
3433,249,45.0
3493,246,45.0
3551,247,45.0
3611,253,45.0
3670,248,45.0
3728,249,45.0
3788,247,45.0
3846,250,45.0
3906,249,45.0
3965,250,45.0
4023,249,45.0
4083,248,45.0
4141,243,-45.0
4200,248,-45.0
4260,249,-45.0
4318,249,-45.0
4378,252,-45.0
4436,254,-45.0
4495,250,-45.0
4555,252,-45.0
4613,250,-45.0
4672,249,-45.0
4731,249,-45.0
4790,253,-45.0
4850,247,-45.0
4908,252,-45.0
4967,244,-45.0
5026,251,-45.0
5085,251,-45.0
5145,254,-45.0
5203,253,-45.0
5262,256,45.0
5322,255,45.0
5380,260,45.0
5439,254,45.0
5498,254,45.0
5557,255,45.0
5617,245,45.0
5675,243,-45.0
5734,244,6.79
5794,243,-22.41
5852,242,-23.61
5912,246,-23.61
5971,238,-45.0
6029,246,-45.0
6089,248,-45.0
6148,240,-45.0
6206,247,-45.0
6266,245,-45.0
6324,252,-45.0
6384,255,-45.0
6443,260,45.0
6501,260,12.01
6561,254,12.01
6620,257,45.0
6678,258,23.61
6738,259,24.81
6797,254,24.81
6856,252,24.81
6915,255,24.81
6973,249,24.81
7033,251,24.81
7092,251,24.81
7151,245,24.81
7210,246,24.81
7269,244,-45.0
7328,244,-7.21
7387,248,-7.21
7445,246,-7.21
7505,245,-7.21
7564,244,-45.0
7623,242,-37.61
7682,247,-37.61
7741,243,-45.0
7800,247,-45.0
7859,250,-45.0
7918,249,-45.0
7977,258,45.0
8036,254,45.0
8095,267,45.0
8154,257,-45.0
8213,261,45.0
8272,259,-17.18
8331,260,26.03
8391,254,26.03
8449,262,45.0
8508,262,14.41
8568,258,-45.0
8626,251,-45.0
8686,245,-45.0
8745,248,-45.0
8803,255,-45.0
8863,250,-45.0
8921,249,-45.0
8980,254,-45.0
9040,246,-45.0
9098,251,-45.0
9158,257,45.0
9217,242,-45.0
9275,252,-45.0
9335,246,-45.0
9393,252,-45.0
9453,249,-45.0
9512,251,-45.0
9570,246,-45.0
9630,249,-45.0
9688,247,-45.0
9747,250,-45.0
9807,247,-45.0
9865,244,-45.0
9925,246,-45.0
9984,243,-45.0
10042,243,-8.41
10102,244,6.79
10160,255,6.79
10219,247,6.79
10279,250,6.79
10337,254,6.79
10397,249,6.79
10455,251,6.79
10514,254,6.79
10574,252,6.79
10632,253,6.79
10692,251,6.79
10750,254,6.79
10809,252,6.79
10869,252,6.79
10927,252,6.79
10986,253,6.79
11045,250,6.79
11104,250,6.79
11164,246,6.79
11222,250,6.79
11281,255,6.79
11340,250,6.79
11399,250,6.79
11458,250,6.79
11517,256,45.0
11576,253,45.0
11635,249,45.0
11694,254,45.0
11753,249,45.0
11812,252,45.0
11871,247,45.0
11931,249,45.0
11989,248,45.0
12048,249,45.0
12108,250,45.0
12166,253,45.0
12226,248,45.0
12284,250,45.0
12343,249,45.0
12403,248,45.0
12461,250,45.0
12520,247,45.0
12580,246,45.0
12638,250,45.0
12698,249,45.0
12757,252,45.0
12815,250,45.0
12875,247,45.0
12934,246,45.0
12992,254,45.0
13052,254,45.0
13110,245,45.0
13170,247,45.0
13229,248,45.0
13287,247,45.0
13347,245,45.0
13406,244,-45.0
13465,249,-45.0
13524,249,-45.0
13583,250,-45.0
13642,250,-45.0
13701,256,45.0
13760,255,45.0
13819,255,45.0
13878,255,45.0
13938,253,45.0
13997,256,45.0
14055,254,45.0
14115,258,45.0
14174,252,45.0
14233,254,45.0
14292,251,45.0
14350,246,45.0
14410,247,45.0
14469,247,45.0
14527,246,45.0
14587,248,45.0
14646,250,45.0
14705,243,-45.0
14764,243,-8.41
14823,246,-8.41
14882,251,-8.41
14941,250,-8.41
15001,243,-45.0
