time_s,ball_grey,servo_grey,ball_black,servo_black,Kp,Ki,Kd
2.18,245.145184727315,0,244.938149351794,0.201111057371708,-2.1,0,-0.7
2.19,245.130851042683,0,244.94269897136,0.19814120954111,-2.1,0,-0.7
2.2,245.114801740947,0,244.947074963081,0.195176842889212,-2.1,0,-0.7
2.21,245.097459363192,0,244.951282388548,0.192212798687507,-2.1,0,-0.7
2.22,245.079174620237,0,244.955326166807,0.189249428430906,-2.1,0,-0.7
2.23,245.060232620545,0,244.95921114017,0.186291529759834,-2.1,0,-0.7
2.24,245.040860167273,0,244.962942122158,0.183347195673053,-2.1,0,-0.7
2.25,245.021233459349,0,244.966523928048,0.180426661162627,-2.1,0,-0.7
2.26,245.001485719191,0,244.969961389468,0.177541217326379,-2.1,0,-0.7
2.27,244.981718190436,-1.31811846955635,244.9732593552,0.174702247156482,-2.1,0,-0.7
2.28,244.962072039214,-1.45487930316306,244.976422680787,0.171920420734498,-2.1,0,-0.7
2.29,244.942802343275,-1.46899379485676,244.9794562098,0.169205071503019,-2.1,0,-0.7
2.3,244.924256308106,-1.45728421485432,244.982364749609,0.16656376081127,-2.1,0,-0.7
2.31,244.906830689899,-1.41544882565548,244.985153044353,0.164002025231535,-2.1,0,-0.7
2.32,244.89093579163,-1.34167771640488,244.987825747515,0.1615232911083,-2.1,0,-0.7
2.33,244.876966130137,-1.23624743123421,244.990387396107,0.159128933288064,-2.1,0,-0.7
