time_s,ball_grey,servo_grey,ball_black,servo_black,Kp,Ki,Kd,r_0
1.97,262.890581034666,38.8091761334837,242.788172851407,-16.209877181141,-1.2,-0.01,-0.7,379
1.98,262.865900366813,38.8091761334837,242.403241510243,-16.209877181141,-1.2,-0.01,-0.7,379
1.99,262.743838270705,38.8091761334837,242.039068814508,-16.209877181141,-1.2,-0.01,-0.7,379
2,262.521755746457,38.8091761334837,241.702625458733,-16.209877181141,-1.2,-0.01,-0.7,379
2.006,262.339688560885,6.47977822216938,241.516342297801,-29.5765927111872,-1.2,-0.01,-0.7,379
2.01,262.19777861836,6.47977822216938,241.399198332305,-29.5765927111872,-1.2,-0.01,-0.7,379
2.02,261.771167682608,6.47977822216938,241.133037106104,-29.5765927111872,-1.2,-0.01,-0.7,379
2.03,261.243915406041,6.47977822216938,240.909679762185,-29.5765927111872,-1.2,-0.01,-0.7,379
2.04,260.620650590739,6.47977822216938,240.736470914703,-29.5765927111872,-1.2,-0.01,-0.7,379
2.05,259.907802680143,6.47977822216938,240.620682261573,-29.5765927111872,-1.2,-0.01,-0.7,379
2.06,259.112914541228,6.47977822216938,240.568289664901,-29.5765927111872,-1.2,-0.01,-0.7,379
2.065,258.687223333588,-38.1510776944244,240.567270077441,-15.9454585572901,-1.2,-0.01,-0.7,379
2.07,258.244083144909,-38.1510776944244,240.583629556392,-15.9454585572901,-1.2,-0.01,-0.7,379
2.08,257.310623612648,-38.1510776944244,240.667429978788,-15.9454585572901,-1.2,-0.01,-0.7,379
2.09,256.325642023311,-38.1510776944244,240.815740158078,-15.9454585572901,-1.2,-0.01,-0.7,379
2.1,255.305557451972,-38.1510776944244,241.022093310352,-15.9454585572901,-1.2,-0.01,-0.7,379
2.11,254.268485591856,-38.1510776944244,241.280529999172,-15.9454585572901,-1.2,-0.01,-0.7,379
2.12,253.232829759706,-38.1510776944244,241.586891906758,-15.9454585572901,-1.2,-0.01,-0.7,379
2.124,252.82295057242,-42.9859545449024,241.72217109624,10.4002017175238,-1.2,-0.01,-0.7,379
2.13,252.216183665031,-42.9859545449024,241.938228035053,10.4002017175238,-1.2,-0.01,-0.7,379
2.14,251.234744237497,-42.9859545449024,242.333742994659,10.4002017175238,-1.2,-0.01,-0.7,379
2.15,250.303184977207,-42.9859545449024,242.770731667763,10.4002017175238,-1.2,-0.01,-0.7,379
2.16,249.434397663414,-42.9859545449024,243.242041046032,10.4002017175238,-1.2,-0.01,-0.7,379
2.17,248.639362397469,-42.9859545449024,243.738803725858,10.4002017175238,-1.2,-0.01,-0.7,379
2.18,247.927196469938,-42.9859545449024,244.251141539831,10.4002017175238,-1.2,-0.01,-0.7,379
2.183,247.730855306637,0.760762972248234,244.406436749896,31.7643907252263,-1.2,-0.01,-0.7,379
2.19,247.305258630413,0.760762972248234,244.768937268366,31.7643907252263,-1.2,-0.01,-0.7,379
2.2,246.77795501782,0.760762972248234,245.286828222875,31.7643907252263,-1.2,-0.01,-0.7,379
2.21,246.344982758143,0.760762972248234,245.799833757674,31.7643907252263,-1.2,-0.01,-0.7,379
2.22,246.002299858774,0.760762972248234,246.299273324996,31.7643907252263,-1.2,-0.01,-0.7,379
2.23,245.743292783822,0.760762972248234,246.776141996128,31.7643907252263,-1.2,-0.01,-0.7,379
2.24,245.559675979756,0.760762972248234,247.220230056183,31.7643907252263,-1.2,-0.01,-0.7,379
2.242,245.531197724859,0.760762972248234,247.304275030569,7.67137265207217,-1.2,-0.01,-0.7,379
2.25,245.442237912809,0.760762972248234,247.621011055587,7.67137265207217,-1.2,-0.01,-0.7,379
2.26,245.381462536434,0.760762972248234,247.971668404135,7.67137265207217,-1.2,-0.01,-0.7,379
2.27,245.36802475443,0.760762972248234,248.274590349268,7.67137265207217,-1.2,-0.01,-0.7,379
2.28,245.39315539971,0.760762972248234,248.537223912538,7.67137265207217,-1.2,-0.01,-0.7,379
2.29,245.448882916065,0.760762972248234,248.765777640434,7.67137265207217,-1.2,-0.01,-0.7,379
2.3,245.52816739362,0.760762972248234,248.965028706287,7.67137265207217,-1.2,-0.01,-0.7,379
2.301,245.537149665299,0.760762972248234,248.983473260483,0.629096803384216,-1.2,-0.01,-0.7,379
2.306,245.58448370877,0.760762972248234,249.072063305736,0.629096803384216,-1.2,-0.01,-0.7,379
2.31,245.624948527351,0.760762972248234,249.138576071065,0.629096803384216,-1.2,-0.01,-0.7,379
2.32,245.734129961182,0.760762972248234,249.289667108102,0.629096803384216,-1.2,-0.01,-0.7,379
2.33,245.851520700891,0.760762972248234,249.422777493287,0.629096803384216,-1.2,-0.01,-0.7,379
2.34,245.973750222046,0.760762972248234,249.543256193435,0.629096803384216,-1.2,-0.01,-0.7,379
2.35,246.098170471032,0.760762972248234,249.655499312531,0.629096803384216,-1.2,-0.01,-0.7,379
2.36,246.22275403376,0.760762972248234,249.76251214685,0.629096803384216,-1.2,-0.01,-0.7,379
2.37,246.34599487615,0.760762972248234,249.866353715037,0.629096803384216,-1.2,-0.01,-0.7,379
2.38,246.466815727122,0.760762972248234,249.968388028908,0.629096803384216,-1.2,-0.01,-0.7,379
2.39,246.584484455254,0.760762972248234,250.069524547304,0.629096803384216,-1.2,-0.01,-0.7,379
2.4,246.698540556062,0.760762972248234,250.17036132721,0.629096803384216,-1.2,-0.01,-0.7,379
2.41,246.808732007712,0.760762972248234,250.271289828582,0.629096803384216,-1.2,-0.01,-0.7,379
2.419,246.904517689608,0.760762972248234,250.362414066927,0.629096803384216,-1.2,-0.01,-0.7,379
2.42,246.914962174216,0.760762972248234,250.37256098461,0.629096803384216,-1.2,-0.01,-0.7,379
2.425,246.966593124922,0.760762972248234,250.423376314665,0.629096803384216,-1.2,-0.01,-0.7,379
2.43,247.017246072455,0.760762972248234,250.474331125692,0.629096803384216,-1.2,-0.01,-0.7,379
2.44,247.115675092488,0.760762972248234,250.576692187211,0.629096803384216,-1.2,-0.01,-0.7,379
2.45,247.210389151686,0.760762972248234,250.679692467796,0.629096803384216,-1.2,-0.01,-0.7,379
2.46,247.301555273976,0.760762972248234,250.783350596329,0.629096803384216,-1.2,-0.01,-0.7,379
2.47,247.389351558986,0.760762972248234,250.887665108115,0.629096803384216,-1.2,-0.01,-0.7,379
2.478,247.457281890758,0.760762972248234,250.971579301353,0.629096803384216,-1.2,-0.01,-0.7,379
2.48,247.473955612517,0.760762972248234,250.992620958134,0.629096803384216,-1.2,-0.01,-0.7,379
2.49,247.555536587161,0.760762972248234,251.098193986847,0.629096803384216,-1.2,-0.01,-0.7,379
2.5,247.63425006834,0.760762972248234,251.204353973325,0.629096803384216,-1.2,-0.01,-0.7,379
2.51,247.710235170993,0.760762972248234,251.311066730031,0.629096803384216,-1.2,-0.01,-0.7,379
2.52,247.783613285231,0.760762972248234,251.418295538884,0.629096803384216,-1.2,-0.01,-0.7,379
2.53,247.854488021151,0.760762972248234,251.526002137498,0.629096803384216,-1.2,-0.01,-0.7,379
2.537,247.902657849217,0.760762972248234,251.60165982928,0.629096803384216,-1.2,-0.01,-0.7,379
2.54,247.922945983108,0.760762972248234,251.634147396528,0.629096803384216,-1.2,-0.01,-0.7,379
2.55,247.98905808175,0.760762972248234,251.7426917854,0.629096803384216,-1.2,-0.01,-0.7,379
2.56,248.052881155553,0.760762972248234,251.85159569268,0.629096803384216,-1.2,-0.01,-0.7,379
2.57,248.114459734163,0.760762972248234,251.960819646647,0.629096803384216,-1.2,-0.01,-0.7,379
2.58,248.173827817257,0.760762972248234,252.070324467236,0.629096803384216,-1.2,-0.01,-0.7,379
2.59,248.231010583556,0.760762972248234,252.180071370753,0.629096803384216,-1.2,-0.01,-0.7,379
2.596,248.264279011765,0.760762972248234,252.24601960536,0.629096803384216,-1.2,-0.01,-0.7,379
2.6,248.286025973436,0.760762972248234,252.290022042033,0.629096803384216,-1.2,-0.01,-0.7,379
2.61,248.338886111744,0.760762972248234,252.400138684129,0.629096803384216,-1.2,-0.01,-0.7,379
2.62,248.389598555882,0.760762972248234,252.510384052424,0.629096803384216,-1.2,-0.01,-0.7,379
2.63,248.438167365553,0.760762972248234,252.620721477934,0.629096803384216,-1.2,-0.01,-0.7,379
2.64,248.484594001038,0.760762972248234,252.731114883057,0.629096803384216,-1.2,-0.01,-0.7,379
2.65,248.52887806189,0.760762972248234,252.841528792002,0.629096803384216,-1.2,-0.01,-0.7,379
2.655,248.550216141975,0.760762972248234,252.896732520278,0.629096803384216,-1.2,-0.01,-0.7,379
2.66,248.571017881817,0.760762972248234,252.951928337458,0.629096803384216,-1.2,-0.01,-0.7,379
2.67,248.611010996921,0.760762972248234,253.062279264552,0.629096803384216,-1.2,-0.01,-0.7,379
2.68,248.648854505603,0.760762972248234,253.172547932825,0.629096803384216,-1.2,-0.01,-0.7,379
2.69,248.684545336669,0.760762972248234,253.282701316746,0.629096803384216,-1.2,-0.01,-0.7,379
2.7,248.718080442246,0.760762972248234,253.392707005096,0.629096803384216,-1.2,-0.01,-0.7,379
2.71,248.749456929829,0.760762972248234,253.502533199487,0.629096803384216,-1.2,-0.01,-0.7,379
2.714,248.761402508229,0.760762972248234,253.546406539345,0.629096803384216,-1.2,-0.01,-0.7,379
2.72,248.778672146334,0.760762972248234,253.612148712154,0.629096803384216,-1.2,-0.01,-0.7,379
2.73,248.805723725107,0.760762972248234,253.721522963184,0.629096803384216,-1.2,-0.01,-0.7,379
2.74,248.830609605374,0.760762972248234,253.830625977223,0.629096803384216,-1.2,-0.01,-0.7,379
2.75,248.853328031604,0.760762972248234,253.939428379755,0.629096803384216,-1.2,-0.01,-0.7,379
2.76,248.873877539154,0.760762972248234,254.047901392987,0.629096803384216,-1.2,-0.01,-0.7,379
2.77,248.892256931068,0.760762972248234,254.156016831379,0.629096803384216,-1.2,-0.01,-0.7,379
2.773,248.897347427203,0.760762972248234,254.188377787719,0.629096803384216,-1.2,-0.01,-0.7,379
2.78,248.908465249833,0.760762972248234,254.263747096839,0.629096803384216,-1.2,-0.01,-0.7,379
2.79,248.922501746936,0.760762972248234,254.371065173623,0.629096803384216,-1.2,-0.01,-0.7,379
2.8,248.934365852318,0.760762972248234,254.47794462294,0.629096803384216,-1.2,-0.01,-0.7,379
2.81,248.944057145123,0.760762972248234,254.584359577301,0.629096803384216,-1.2,-0.01,-0.7,379
2.82,248.951575326702,0.760762972248234,254.690284734602,0.629096803384216,-1.2,-0.01,-0.7,379
2.83,248.956920196393,0.760762972248234,254.795695351991,0.629096803384216,-1.2,-0.01,-0.7,379
2.832,248.957728360867,0.760762972248234,254.816713784488,0.629096803384216,-1.2,-0.01,-0.7,379
2.84,248.960091630329,0.760762972248234,254.900567239491,0.629096803384216,-1.2,-0.01,-0.7,379
2.85,248.961089563307,0.760762972248234,255.00487675344,0.629096803384216,-1.2,-0.01,-0.7,379
2.86,248.959913973585,0.760762972248234,255.108600789716,0.629096803384216,-1.2,-0.01,-0.7,379
2.87,248.956564870414,0.760762972248234,255.2117167768,0.629096803384216,-1.2,-0.01,-0.7,379
2.88,248.951042284008,0.760762972248234,255.31420266866,0.629096803384216,-1.2,-0.01,-0.7,379
2.89,248.94334625767,0.760762972248234,255.416036937494,0.629096803384216,-1.2,-0.01,-0.7,379
2.891,248.942457117745,0.760762972248234,255.426183836354,6.19693580442526,-1.2,-0.01,-0.7,379
2.896,248.9376854115,0.760762972248234,255.476815877395,6.19693580442526,-1.2,-0.01,-0.7,379
2.9,248.933476841759,0.760762972248234,255.517198566318,6.19693580442526,-1.2,-0.01,-0.7,379
2.91,248.9214340892,0.760762972248234,255.617052373305,6.19693580442526,-1.2,-0.01,-0.7,379
2.92,248.907218052272,0.760762972248234,255.713149162452,6.19693580442526,-1.2,-0.01,-0.7,379
2.93,248.890828780416,0.760762972248234,255.801664847189,6.19693580442526,-1.2,-0.01,-0.7,379
2.94,248.872266318862,0.760762972248234,255.879326415209,6.19693580442526,-1.2,-0.01,-0.7,379
2.95,248.851530707859,0.760762972248234,255.943913703573,7.90460244279918,-1.2,-0.01,-0.7,379
2.96,248.828621982385,0.760762972248234,255.993715169487,7.90460244279918,-1.2,-0.01,-0.7,379
2.97,248.803540172178,0.760762972248234,256.026993471331,7.90460244279918,-1.2,-0.01,-0.7,379
2.98,248.776285302004,0.760762972248234,256.041906577395,7.90460244279918,-1.2,-0.01,-0.7,379
2.99,248.746857392062,0.760762972248234,256.037032912068,7.90460244279918,-1.2,-0.01,-0.7,379
3,248.715256458481,0.760762972248234,256.011427393121,7.90460244279918,-1.2,-0.01,-0.7,379
3.009,248.684957693507,0.760762972248234,255.970115701544,2.10491516516044,-1.2,-0.01,-0.7,379
