time_s,servo_angle,ball_position
5.02,3.83195232194168,244.705570714699
5.03,3.83190907437116,244.771133484702
5.04,3.83186582680065,244.830607731594
5.05,4.75848884501769,244.882176053033
5.06,4.75847706262299,244.924480811686
5.07,4.7584652802283,244.956290740068
5.08,4.7584534978336,244.97641300105
5.09,4.7584417154389,244.983946618943
5.1,1.81432323999697,244.978295653143
5.11,1.81432106956228,244.959354162111
5.12,1.8143188991276,244.928080887624
5.13,1.81431672869291,244.886271853884
5.14,1.81431455825823,244.835571061742
5.15,-2.58846584647386,244.777170400987
5.16,-2.58848812943376,244.712457760757
5.17,-2.58851041239366,244.643954664411
5.18,-2.58853269535356,244.57502380767
5.19,-2.58855497831346,244.508509637799
5.2,-4.80083016218392,244.446380504205
5.21,-4.80088552413349,244.390286013149
5.22,-4.80094088608307,244.342151704773
5.23,-4.80099624803265,244.304103517502
5.24,-4.80105160998223,244.27780535091
5.25,-2.93693086304947,244.264348764332
5.26,-2.93700442817304,244.264223348603
5.27,-2.93707799329661,244.277006603681
5.28,-2.93715155842017,244.301646241756
5.29,-2.93722512354374,244.337175219141
5.3,1.41342826792753,244.382919987909
5.31,1.41336655992632,244.437934349068
5.32,1.41330485192511,244.5000034322
5.33,1.4132431439239,244.565902948045
5.34,1.41318143592269,244.632899765878
5.35,4.55940446776291,244.699122742509
5.36,4.55937438003716,244.762981393916
5.37,4.55934429231141,244.822324090731
5.38,4.55931420458566,244.874466531231
5.39,4.55928411685991,244.917245065343
5.4,3.93373483664297,244.949209543293
5.41,3.9337297575973,244.969405445181
5.42,3.93372467855163,244.977411630935
5.43,3.93371959950596,244.973190332863
5.44,3.93371452046029,244.956809636223
5.45,0.115273948220025,244.928339787883
5.46,0.115266782198814,244.888265334854
5.47,0.115259616177602,244.838265620014
5.48,0.11525245015639,244.780955667902
5.49,0.115245284135179,244.718659176156
5.5,-3.7771294419923,244.653040831578
5.51,-3.77716413790914,244.585766956018
5.52,-3.77719883382598,244.519378428073
5.53,-3.77723352974282,244.457042302363
5.54,-3.77726822565967,244.401355062342
5.55,-4.46747120418468,244.354070195336
5.56,-4.46753579716515,244.31647718833
5.57,-4.46760039014561,244.289685448553
5.58,-4.46766498312608,244.274697539093
5.59,-4.46772957610654,244.272249921737
5.6,-1.36524159670678,244.282817804874
5.61,-1.3653133149263,244.306326223243
5.62,-1.36538503314581,244.341514494451
5.63,-1.36545675136532,244.386265002399
5.64,-1.36552846958483,244.438728530396
5.65,2.89703890300651,244.497627385424
5.66,2.89698866574505,244.561648874991
5.67,2.89693842848359,244.628415390041
5.68,2.89688819122213,244.694645676732
5.69,2.89683795396068,244.75760734364
5.7,4.72028469700648,244.815445221477
5.71,4.72026624152863,244.866694150975
5.72,4.72024778605078,244.909738413878
5.73,4.72022933057293,244.942772885421
5.74,4.72021087509508,244.964380691524
5.75,2.67495159272303,244.973616858177
5.76,2.67494895440885,244.970028814391
5.77,2.67494631609467,244.954027799642
5.78,2.67494367778049,244.926692645008
5.79,2.6749410394663,244.889045572375
5.8,-1.5425940892806,244.841832017609
5.81,-1.54260990607884,244.786089078248
5.82,-1.54262572287708,244.72403054024
5.83,-1.54264153967532,244.658766015885
5.84,-1.54265735647356,244.592978210847
5.85,-4.45955616775618,244.528551046397
5.86,-4.45960331265154,244.467175068414
5.87,-4.4596504575469,244.411062891885
5.88,-4.45969760244227,244.362797048258
5.89,-4.45974474733763,244.324437375022
5.9,-3.58814008473268,244.297348297089
5.91,-3.58821034990297,244.282337941395
5.92,-3.58828061507326,244.27958540574
5.93,-3.58835088024356,244.288847963882
5.94,-3.58842114541385,244.309834346562
5.95,0.332088858980627,244.342331308882
5.96,0.332023092111516,244.385726281731
5.97,0.331957325242404,244.438138384249
5.98,0.331891558373292,244.496720088252
5.99,0.33182579150418,244.55903398537
6,3.97431509388417,244.623404811142
6.01,3.97427743436528,244.688324808827
6.02,3.9742397748464,244.751520261541
6.03,3.97420211532751,244.81002812564
6.04,3.97416445580863,244.86142866814
6.05,4.30555596662126,244.904092850746
6.06,4.30554637590634,244.936848921315
6.07,4.30553678519141,244.95879712882
6.08,4.30552719447649,244.969202093125
6.09,4.30551760376156,244.967540971949
6.1,1.126484847758,244.953475047401
6.11,1.12648019526274,244.927114759782
6.12,1.12647554276748,244.88965574378
6.13,1.12647089027222,244.843146629873
6.14,1.12646623777696,244.789436954374
6.15,-2.96382847734155,244.729860619148
6.16,-2.96385549127964,244.665873413037
6.17,-2.96388250521772,244.599942263177
