time_s,ball_grey,servo_grey,ball_black,servo_black,Kp,Ki,Kd
7.48,244.995547690808,0.000358116182183852,249.728707912051,0,-1,0,-0.75
7.49,244.9956108111,0.000344833014821789,249.771393644907,0,-1,0,-0.75
7.5,244.995672907603,0.000330145284948557,249.814268192001,0,-1,0,-0.75
7.51,244.995733980716,0.000314464209054774,249.857331551687,0,-1,0,-0.75
7.52,244.99579403652,0.000298221811050022,249.900583722369,0,-1,0,-0.75
7.53,244.995853086769,0.00028185547441249,249.944024702509,0,-1,0,-0.75
7.54,244.995911148692,0.000265792908351252,249.987654490621,0,-1,0,-0.75
7.55,244.995968244603,0.000250437942241979,250.031473085268,0,-1,0,-0.75
7.56,244.996024401354,0.000236157684554143,250.075480485062,0,-1,0,-0.75
7.57,244.996079649644,0.000223271347465559,250.119676688663,0,-1,0,-0.75
7.58,244.996134023216,0.000212041141395589,250.164061694776,0,-1,0,-0.75
7.59,244.996187557981,0.000202665395988874,250.208635502149,0,-1,0,-0.75
7.6,244.996240291089,0.000195274119732591,250.253398109573,0,-1,0,-0.75
7.61,244.996292259982,0.000189927022717112,250.298349515881,0,-1,0,-0.75
7.62,244.996343501483,0.000186614009635459,250.343489719945,0,-1,0,-0.75
7.63,244.996394050911,0.000185258005075265,250.388818720675,0,-1,0,-0.75
7.64,244.996443941293,0.000185719962246114,250.434336517016,0,-1,0,-0.75
7.65,244.996493202668,0.000187805791625885,250.480043107953,0,-1,0,-0.75
7.66,244.996541861513,0.00019127490543277,250.525938492502,0,-1,0,-0.75
7.67,244.996589940309,0.000195850026330012,250.572022669715,0,-1,0,-0.75
7.68,244.996637457251,0.000201227901698152,250.618295638672,0,-1,0,-0.75
7.69,244.99668442611,0.000207090490789358,250.664757398489,0,-1,0,-0.75
7.7,244.996730856244,0.000213116279127309,250.711407948309,0,-1,0,-0.75
7.71,244.996776752757,0.00021899127270338,250.758247287305,0,-1,0,-0.75
7.72,244.996822116791,0.000224419367697309,250.805275414678,0,-1,0,-0.75
7.73,244.996866945935,0.000229131722704551,250.852492329656,0,-1,0,-0.75
7.74,244.996911234737,0.00023289487450036,250.899898031493,0,-1,0,-0.75
7.75,244.996954975298,0.00023551736322254,250.947492519468,0,-1,0,-0.75
7.76,244.996998157922,0.000236854692673274,250.995275792886,0,-1,0,-0.75
