time_ms,distance_mm,beam_deg
8,250,0.0
66,76,-45.0
126,75,-45.0
184,69,-45.0
243,74,-45.0
303,77,-45.0
361,78,-45.0
421,86,-45.0
479,96,-45.0
538,100,-45.0
598,109,-44.03
656,122,27.51
716,133,12.65
775,151,45.0
833,169,45.0
893,181,45.0
952,193,45.0
1010,207,45.0
1070,218,45.0
1129,225,45.0
1188,226,-15.97
1247,231,45.0
1306,231,-23.99
1365,235,36.81
1424,234,-34.4
1484,234,-20.41
1543,231,-45.0
1601,223,-45.0
1661,228,42.36
1720,231,17.95
1778,231,-24.06
1838,237,45.0
1897,246,45.0
1956,251,45.0
2015,256,45.0
2074,258,37.61
2133,264,45.0
2192,271,45.0
2252,267,-35.57
2310,268,35.64
2369,265,-23.95
2429,260,-45.0
2487,260,12.06
2546,254,12.06
2606,247,12.06
2664,249,12.06
2724,252,12.06
2783,244,-45.0
2841,242,-37.61
2901,242,-9.61
2960,240,-40.02
3018,243,33.58
3078,242,-23.62
3137,247,-23.62
3196,249,-23.62
3255,256,45.0
3314,259,45.0
3373,257,-19.59
3432,253,-19.59
3491,254,-19.59
3550,255,-19.59
3609,251,-19.59
3668,255,-19.59
3727,249,-19.59
3786,250,-19.59
3845,246,-19.59
3904,247,-19.59
3963,245,-19.59
4022,240,-45.0
4081,248,-45.0
4140,246,-45.0
4199,249,-45.0
4258,249,-45.0
4317,243,-45.0
4376,246,-45.0
4435,243,-45.0
4494,237,-45.0
4553,243,45.0
4612,250,45.0
4671,253,45.0
4731,260,45.0
4789,258,-18.39
4848,256,-20.79
4908,264,45.0
4966,254,45.0
5026,259,45.0
5085,261,41.21
5144,265,45.0
5203,259,-45.0
5262,256,-34.77
5321,251,-34.77
5380,246,-34.77
5439,238,-45.0
5499,234,-45.0
5557,226,-45.0
5616,225,-44.04
5676,232,45.0
5734,230,-45.0
5794,235,45.0
5853,237,12.33
5911,244,45.0
5971,251,45.0
6030,262,45.0
6088,258,-45.0
6148,261,45.0
6207,266,45.0
6267,259,-45.0
6325,267,45.0
6384,264,-25.16
6444,265,32.05
6502,264,2.86
6562,264,16.87
6621,255,16.87
6679,255,16.87
6739,248,16.87
6797,240,-45.0
6856,239,-27.21
6916,238,-28.42
6975,232,-45.0
7034,231,-36.84
7093,237,45.0
7152,230,-45.0
7211,242,45.0
7270,247,45.0
7330,247,45.0
7388,257,45.0
7447,256,-6.79
7507,263,45.0
7565,265,45.0
7624,261,-42.77
7684,271,45.0
7742,266,-45.0
7802,269,45.0
7861,266,-22.74
7920,264,-11.13
7979,265,32.08
8038,250,32.08
8097,250,32.08
8156,250,32.08
8215,239,-45.0
8274,238,-28.41
8333,229,-45.0
8392,228,-40.43
8452,234,45.0
8510,231,-45.0
8570,238,45.0
8629,244,45.0
8687,247,45.0
8747,258,45.0
8806,267,45.0
8865,264,-25.18
8924,273,45.0
8983,274,42.84
9042,273,13.65
9101,270,-17.94
9160,266,-36.73
9220,266,19.28
9278,263,-26.31
9338,261,-14.71
9397,260,-1.9
9455,262,42.5
9515,261,-0.69
9574,256,-45.0
9633,263,45.0
9692,255,45.0
9751,255,45.0
9810,265,45.0
9869,260,-45.0
9928,267,45.0
9987,262,-45.0
10046,258,-45.0
10106,257,-5.57
10165,256,-6.76
10223,248,-6.76
10283,247,-6.76
10341,251,-6.76
10401,249,-6.76
10460,253,-6.76
10518,253,-6.76
10578,251,-6.76
10636,248,-6.76
10695,250,-6.76
10755,253,-6.76
10813,253,-6.76
10873,252,-6.76
10931,256,45.0
10990,249,45.0
11050,258,45.0
11109,251,45.0
11167,242,-45.0
11227,245,-45.0
11286,237,-45.0
11345,239,14.79
11404,237,-43.62
11463,236,-30.83
11523,237,-1.63
11581,238,-0.44
11641,241,31.16
11700,242,4.35
11758,241,-24.85
11818,246,-24.85
11877,236,-45.0
11937,242,45.0
11995,239,-45.0
12054,241,17.18
12114,239,-41.23
12173,246,-41.23
12231,249,-41.23
12291,249,-41.23
12350,261,45.0
12409,259,-17.19
12468,267,45.0
12527,264,-25.17
12587,263,1.63
12645,269,45.0
12705,257,-45.0
12764,260,45.0
12823,259,-3.15
12882,259,10.86
12941,254,10.86
13000,250,10.86
13059,254,10.86
13118,246,10.86
13177,249,10.86
13236,246,10.86
13295,245,10.86
13355,240,-45.0
13413,238,-42.41
13473,238,-14.42
13532,236,-44.82
13590,239,28.77
13650,242,32.37
13709,243,5.56
13768,252,5.56
13827,252,5.56
13886,248,5.56
13945,254,5.56
14004,256,45.0
14063,257,22.41
14122,255,22.41
14181,264,45.0
14241,262,-13.59
14300,257,-45.0
14358,257,8.42
14418,257,8.42
14477,249,8.42
14535,253,8.42
14595,254,8.42
14654,258,45.0
14713,253,45.0
14772,253,45.0
14830,253,45.0
14890,254,45.0
14949,257,45.0
15009,257,8.41
