,Angles,PWM,Angles_1
1019,-5.4,-6,-5.4
1020,-5.4,-6,-5.4
1021,-5.4,-6,-5.4
1022,-6.0,-7,-5.4
1023,-6.0,-7,-6.0
1024,-6.0,-7,-6.0
1025,-6.0,-7,-6.0
1026,-6.6,-30,-6.0
1027,-7.8,-30,-6.6
1028,-8.4,-30,-7.8
1029,-9.6,-30,-8.4
1030,-10.8,-30,-9.6
1031,-12.6,-30,-10.8
1032,-14.4,-30,-12.6
1033,-16.8,-30,-14.4
1034,-18.6,-30,-16.8
1035,-21.0,-30,-18.6
1036,-22.8,-30,-21.0
1037,-24.6,-30,-22.8
1038,-25.2,-30,-24.6
1039,-26.4,-30,-25.2
1040,-27.0,-30,-26.4
1041,-27.0,-30,-27.0
1042,-27.0,-30,-27.0
1043,-27.0,-30,-27.0
1044,-27.0,-30,-27.0
1045,-27.0,-30,-27.0
1046,-27.0,-30,-27.0
1047,-27.0,-30,-27.0
1048,-27.0,-30,-27.0
1049,-27.0,-30,-27.0
1050,-27.0,-30,-27.0
1051,-27.0,-30,-27.0
1052,-27.0,-30,-27.0
1053,-27.0,-30,-27.0
1054,-27.0,-30,-27.0
1055,-27.0,-30,-27.0
1056,-27.0,-30,-27.0
1057,-27.0,-30,-27.0
1058,-27.0,-30,-27.0
1059,-27.0,-30,-27.0
1060,-27.0,-30,-27.0
1061,-27.0,-30,-27.0
1062,-27.0,-30,-27.0
1063,-27.0,-30,-27.0
1064,-27.0,-30,-27.0
1065,-27.0,-30,-27.0
1066,-27.0,-30,-27.0
1067,-27.0,-30,-27.0
1068,-27.0,-30,-27.0
1069,-27.0,-30,-27.0
1070,-27.0,-30,-27.0
1071,-27.0,-30,-27.0
1072,-27.0,-30,-27.0
1073,-26.4,0,-27.0
1074,-25.2,0,-26.4
1075,-22.8,0,-25.2
1076,-21.6,0,-22.8
1077,-18.6,0,-21.6
1078,-16.8,0,-18.6
1079,-14.4,0,-16.8
1080,-12.6,0,-14.4
1081,-10.2,0,-12.6
1082,-7.8,0,-10.2
1083,-5.4,0,-7.8
1084,-3.6,0,-5.4
1085,-1.8,0,-3.6
1086,-1.2,0,-1.8
1087,-0.6,0,-1.2
1088,0.0,0,-0.6
1089,0.0,0,0.0
1090,0.0,0,0.0
1091,0.0,0,0.0
1092,0.0,0,0.0
1093,0.0,0,0.0
1094,0.0,0,0.0
1095,0.0,0,0.0
1096,0.0,0,0.0
1097,0.0,0,0.0
1098,0.0,0,0.0
1099,-0.6,-14,0.0
1100,-1.8,-14,-0.6
1101,-3.6,-14,-1.8
1102,-5.4,-14,-3.6
1103,-7.2,-14,-5.4
1104,-9.0,-14,-7.2
1105,-10.2,-14,-9.0
1106,-11.4,-14,-10.2
1107,-12.0,-14,-11.4
1108,-12.6,-14,-12.0
1109,-12.6,-14,-12.6
1110,-12.6,-14,-12.6
1111,-12.6,-14,-12.6
1112,-12.6,-14,-12.6
1113,-12.6,-14,-12.6
1114,-12.6,-14,-12.6
1115,-12.6,-14,-12.6
1116,-12.6,-14,-12.6
1117,-12.6,-14,-12.6
1118,-12.6,-14,-12.6
1119,-12.6,-14,-12.6
1120,-12.6,-14,-12.6
1121,-12.6,-14,-12.6
1122,-12.6,-14,-12.6
1123,-12.6,-14,-12.6
1124,-12.6,-14,-12.6
1125,-12.6,-14,-12.6
1126,-12.6,-14,-12.6
1127,-12.6,-14,-12.6
1128,-12.6,-14,-12.6
1129,-12.6,-14,-12.6
1130,-12.6,-14,-12.6
1131,-12.6,-14,-12.6
1132,-12.6,-14,-12.6
1133,-12.6,-14,-12.6
1134,-12.6,-14,-12.6
1135,-12.6,-14,-12.6
1136,-12.6,-14,-12.6
1137,-12.6,-14,-12.6
1138,-12.6,-14,-12.6
1139,-12.6,-14,-12.6
1140,-12.6,-14,-12.6
1141,-12.6,-14,-12.6
1142,-12.6,-14,-12.6
1143,-12.6,-14,-12.6
1144,-12.6,-14,-12.6
1145,-12.6,-14,-12.6
1146,-12.6,-14,-12.6
1147,-12.6,-14,-12.6
1148,-12.6,-14,-12.6
1149,-12.6,-14,-12.6
1150,-12.6,-14,-12.6
1151,-12.6,-14,-12.6
1152,-12.6,-14,-12.6
1153,-12.6,-14,-12.6
1154,-12.6,-14,-12.6
1155,-12.6,-14,-12.6
1156,-12.6,-14,-12.6
1157,-12.6,-14,-12.6
1158,-12.6,-14,-12.6
1159,-12.6,-14,-12.6
1160,-12.6,-14,-12.6
1161,-12.6,-14,-12.6
1162,-12.6,-14,-12.6
1163,-12.6,-14,-12.6
1164,-12.6,-14,-12.6
1165,-12.6,-14,-12.6
1166,-12.6,-14,-12.6
1167,-12.6,-14,-12.6
1168,-12.6,-14,-12.6
1169,-12.6,-14,-12.6
1170,-12.6,-14,-12.6
1171,-12.6,-14,-12.6
1172,-12.6,-14,-12.6
1173,-12.6,-14,-12.6
1174,-12.6,-14,-12.6
1175,-12.6,-14,-12.6
1176,-12.6,-14,-12.6
1177,-12.6,-14,-12.6
1178,-12.6,-14,-12.6
1179,-12.6,-14,-12.6
1180,-12.6,-14,-12.6
1181,-12.6,-14,-12.6
1182,-12.6,-14,-12.6
1183,-12.6,-14,-12.6
1184,-12.6,-14,-12.6
1185,-12.6,-14,-12.6
1186,-12.6,-14,-12.6
1187,-12.6,-14,-12.6
1188,-12.6,-14,-12.6
1189,-12.6,-14,-12.6
1190,-12.6,-14,-12.6
1191,-12.6,-14,-12.6
1192,-12.6,-14,-12.6
1193,-12.6,-14,-12.6
1194,-12.6,8,-12.6
1195,-12.0,8,-12.6
1196,-10.2,8,-12.0
1197,-8.4,8,-10.2
1198,-6.0,8,-8.4
1199,-4.2,8,-6.0
1200,-1.8,8,-4.2
1201,0.0,8,-1.8
1202,2.4,8,0.0
1203,4.2,8,2.4
1204,4.8,8,4.2
1205,6.0,8,4.8
1206,6.0,8,6.0
1207,6.6,8,6.0
1208,7.2,8,6.6
1209,7.2,8,7.2
1210,7.2,8,7.2
1211,7.2,8,7.2
1212,7.2,8,7.2
1213,7.2,8,7.2
1214,7.2,8,7.2
1215,7.2,8,7.2
1216,7.2,8,7.2
1217,7.2,8,7.2
1218,7.2,8,7.2
1219,7.2,8,7.2
1220,7.2,8,7.2
1221,7.2,8,7.2
1222,7.2,8,7.2
1223,7.2,8,7.2
1224,7.2,8,7.2
1225,7.2,8,7.2
1226,7.2,8,7.2
1227,7.2,8,7.2
1228,7.2,8,7.2
1229,7.2,8,7.2
1230,7.2,8,7.2
1231,7.2,8,7.2
1232,7.2,8,7.2
1233,7.2,8,7.2
1234,7.2,8,7.2
1235,7.2,8,7.2
1236,7.2,8,7.2
1237,7.2,8,7.2
1238,7.2,8,7.2
1239,7.2,8,7.2
1240,7.2,8,7.2
1241,7.2,8,7.2
1242,7.2,8,7.2
1243,7.2,8,7.2
1244,7.2,8,7.2
1245,7.2,8,7.2
1246,7.2,8,7.2
1247,7.2,8,7.2
1248,7.2,8,7.2
1249,7.2,8,7.2
1250,7.2,8,7.2
1251,7.2,8,7.2
1252,7.2,8,7.2
1253,7.2,8,7.2
1254,7.2,8,7.2
1255,7.2,8,7.2
1256,7.2,8,7.2
1257,7.2,8,7.2
1258,7.2,8,7.2
1259,7.2,-9,7.2
1260,6.0,-9,7.2
1261,4.2,-9,6.0
1262,2.4,-9,4.2
1263,0.6,-9,2.4
1264,-1.2,-9,0.6
1265,-3.6,-9,-1.2
1266,-4.8,-9,-3.6
1267,-6.0,-9,-4.8
1268,-7.2,-9,-6.0
1269,-7.2,-9,-7.2
1270,-7.2,-9,-7.2
1271,-7.2,-9,-7.2
1272,-7.2,-9,-7.2
1273,-7.2,-9,-7.2
1274,-7.8,-9,-7.2
1275,-7.8,-9,-7.8
1276,-7.8,-9,-7.8
1277,-7.8,-9,-7.8
1278,-7.8,-9,-7.8
1279,-7.8,-9,-7.8
1280,-7.8,-9,-7.8
1281,-7.8,-9,-7.8
1282,-7.8,-9,-7.8
1283,-7.8,-9,-7.8
1284,-7.8,-9,-7.8
1285,-7.8,-9,-7.8
1286,-7.8,-9,-7.8
1287,-7.8,-9,-7.8
1288,-7.8,-9,-7.8
1289,-7.8,-9,-7.8
1290,-7.8,-9,-7.8
1291,-7.8,-9,-7.8
1292,-7.8,-9,-7.8
1293,-7.8,-9,-7.8
1294,-7.8,-9,-7.8
1295,-8.4,-19,-7.8
1296,-9.0,-19,-8.4
1297,-9.6,-19,-9.0
1298,-10.8,-19,-9.6
1299,-11.4,-19,-10.8
1300,-12.6,-19,-11.4
1301,-13.8,-19,-12.6
1302,-14.4,-19,-13.8
1303,-15.6,-19,-14.4
1304,-16.2,-19,-15.6
1305,-16.2,-19,-16.2
1306,-16.2,-19,-16.2
1307,-16.8,-19,-16.2
1308,-16.8,-19,-16.8
1309,-16.8,-19,-16.8
1310,-16.8,-19,-16.8
1311,-16.8,-19,-16.8
1312,-16.8,-19,-16.8
1313,-16.8,-19,-16.8
1314,-16.8,-19,-16.8
1315,-16.8,-19,-16.8
1316,-16.8,-19,-16.8
1317,-16.8,-19,-16.8
1318,-16.8,-19,-16.8
1319,-16.8,-19,-16.8
1320,-16.8,-19,-16.8
1321,-16.8,-19,-16.8
1322,-16.8,-19,-16.8
1323,-16.8,-19,-16.8
1324,-16.8,-19,-16.8
1325,-16.8,-19,-16.8
1326,-16.8,-19,-16.8
1327,-16.8,-19,-16.8
1328,-16.8,-19,-16.8
1329,-16.8,-19,-16.8
1330,-16.8,-19,-16.8
1331,-16.8,-19,-16.8
1332,-16.8,-19,-16.8
1333,-16.8,-19,-16.8
1334,-16.8,-19,-16.8
1335,-16.8,-19,-16.8
1336,-16.8,-19,-16.8
1337,-16.8,-19,-16.8
1338,-16.8,-19,-16.8
1339,-16.8,-19,-16.8
1340,-16.8,-19,-16.8
1341,-16.8,-19,-16.8
1342,-16.8,-19,-16.8
1343,-16.8,-19,-16.8
1344,-16.8,-19,-16.8
1345,-16.8,-19,-16.8
1346,-16.8,-19,-16.8
1347,-16.8,-19,-16.8
1348,-16.8,-19,-16.8
1349,-16.8,-19,-16.8
1350,-16.8,-19,-16.8
1351,-16.8,-19,-16.8
1352,-16.8,-19,-16.8
1353,-16.8,-19,-16.8
1354,-16.8,-19,-16.8
1355,-16.8,-19,-16.8
1356,-16.8,-19,-16.8
1357,-16.8,-19,-16.8
1358,-16.8,-19,-16.8
1359,-16.8,-19,-16.8
1360,-16.8,-19,-16.8
1361,-16.8,-19,-16.8
1362,-16.8,-19,-16.8
1363,-16.8,-19,-16.8
1364,-16.8,-19,-16.8
1365,-16.8,-19,-16.8
1366,-16.8,-19,-16.8
1367,-16.8,-19,-16.8
1368,-16.8,-19,-16.8
1369,-16.8,-19,-16.8
1370,-16.8,-19,-16.8
1371,-16.8,-19,-16.8
1372,-16.8,-19,-16.8
1373,-16.8,-19,-16.8
1374,-16.8,-19,-16.8
1375,-16.8,-19,-16.8
1376,-16.8,-19,-16.8
1377,-16.8,-13,-16.8
1378,-15.6,-13,-16.8
1379,-14.4,-13,-15.6
1380,-13.2,-13,-14.4
1381,-12.0,-13,-13.2
1382,-12.0,-13,-12.0
1383,-12.0,-13,-12.0
1384,-12.0,-13,-12.0
1385,-12.0,-13,-12.0
1386,-12.0,-13,-12.0
1387,-12.0,-13,-12.0
1388,-12.0,-13,-12.0
1389,-12.0,-13,-12.0
1390,-12.0,7,-12.0
1391,-10.8,7,-12.0
1392,-10.2,7,-10.8
1393,-9.0,7,-10.2
1394,-7.2,7,-9.0
1395,-6.0,7,-7.2
1396,-3.6,7,-6.0
1397,-2.4,7,-3.6
1398,0.0,7,-2.4
1399,1.8,7,0.0
1400,3.6,7,1.8
1401,4.8,7,3.6
1402,5.4,7,4.8
1403,5.4,7,5.4
1404,6.0,7,5.4
1405,6.0,7,6.0
1406,6.0,7,6.0
1407,6.0,7,6.0
1408,6.0,7,6.0
1409,6.0,7,6.0
1410,6.0,7,6.0
1411,6.0,7,6.0
1412,6.0,7,6.0
1413,6.0,7,6.0
1414,6.0,7,6.0
1415,6.0,7,6.0
1416,6.0,7,6.0
1417,6.0,7,6.0
1418,6.0,7,6.0
1419,6.0,7,6.0
1420,6.0,7,6.0
1421,6.0,7,6.0
1422,6.0,7,6.0
1423,6.0,7,6.0
1424,6.0,7,6.0
1425,6.0,7,6.0
1426,6.0,7,6.0
1427,6.0,7,6.0
1428,6.0,7,6.0
1429,6.0,7,6.0
1430,6.0,7,6.0
1431,6.0,0,6.0
1432,4.2,0,6.0
1433,3.0,0,4.2
1434,1.2,0,3.0
1435,0.6,0,1.2
1436,0.0,0,0.6
1437,0.0,0,0.0
1438,0.0,0,0.0
1439,0.0,0,0.0
1440,0.0,0,0.0
1441,0.0,0,0.0
1442,0.0,0,0.0
1443,0.0,0,0.0
1444,0.0,0,0.0
1445,0.0,0,0.0
1446,0.0,0,0.0
1447,0.0,0,0.0
1448,0.0,0,0.0
1449,0.0,0,0.0
1450,0.0,0,0.0
1451,0.0,0,0.0
1452,0.0,0,0.0
1453,0.0,0,0.0
1454,0.0,0,0.0
1455,0.0,0,0.0
1456,0.0,0,0.0
1457,0.0,0,0.0
1458,0.0,0,0.0
1459,0.0,0,0.0
1460,0.0,0,0.0
1461,0.0,0,0.0
1462,0.0,0,0.0
1463,0.0,0,0.0
1464,0.0,0,0.0
1465,0.0,0,0.0
1466,0.0,0,0.0
1467,0.0,0,0.0
1468,0.0,0,0.0
1469,0.0,0,0.0
1470,0.0,0,0.0
1471,0.0,0,0.0
1472,0.0,0,0.0
1473,-0.6,-29,0.0
1474,-1.8,-29,-0.6
1475,-3.6,-29,-1.8
1476,-5.4,-29,-3.6
1477,-7.2,-29,-5.4
1478,-9.6,-29,-7.2
1479,-11.4,-29,-9.6
1480,-13.8,-29,-11.4
1481,-15.6,-29,-13.8
1482,-18.0,-29,-15.6
1483,-19.8,-29,-18.0
1484,-22.2,-29,-19.8
1485,-23.4,-29,-22.2
1486,-25.2,-29,-23.4
1487,-25.8,-29,-25.2
1488,-26.4,-29,-25.8
1489,-26.4,-29,-26.4
1490,-26.4,-29,-26.4
1491,-27.0,-29,-26.4
1492,-27.0,-29,-27.0
1493,-27.0,-29,-27.0
1494,-27.0,-29,-27.0
1495,-27.0,-29,-27.0
1496,-27.0,-29,-27.0
1497,-27.0,-29,-27.0
1498,-27.0,-29,-27.0
1499,-27.0,-29,-27.0
1500,-27.0,-29,-27.0
1501,-27.0,-29,-27.0
1502,-27.0,-29,-27.0
1503,-27.0,-29,-27.0
1504,-27.0,-29,-27.0
1505,-27.0,-29,-27.0
1506,-27.0,-29,-27.0
1507,-27.0,-29,-27.0
1508,-27.0,-29,-27.0
1509,-27.0,-29,-27.0
1510,-27.0,-29,-27.0
1511,-27.0,-29,-27.0
1512,-27.0,-29,-27.0
1513,-27.0,-29,-27.0
1514,-27.0,-29,-27.0
1515,-27.0,-29,-27.0
1516,-27.0,-29,-27.0
1517,-27.0,-29,-27.0
1518,-27.0,-29,-27.0
1519,-27.0,-29,-27.0
1520,-27.0,-29,-27.0
1521,-27.0,-29,-27.0
1522,-27.0,-29,-27.0
1523,-27.0,-29,-27.0
1524,-27.0,-29,-27.0
1525,-27.0,-29,-27.0
1526,-27.0,-29,-27.0
1527,-27.0,-29,-27.0
1528,-27.0,-29,-27.0
1529,-27.0,-29,-27.0
1530,-27.0,-29,-27.0
1531,-27.0,-29,-27.0
1532,-27.0,-29,-27.0
1533,-27.0,-29,-27.0
1534,-27.0,-29,-27.0
1535,-27.0,-29,-27.0
1536,-27.0,-29,-27.0
1537,-27.0,-29,-27.0
1538,-27.0,-29,-27.0
1539,-27.0,-29,-27.0
1540,-27.0,-29,-27.0
1541,-27.0,-29,-27.0
1542,-27.0,-29,-27.0
1543,-27.0,-29,-27.0
1544,-27.0,-29,-27.0
1545,-27.0,-29,-27.0
1546,-27.0,-29,-27.0
1547,-27.0,-29,-27.0
1548,-27.0,-29,-27.0
1549,-27.0,-29,-27.0
1550,-27.0,-29,-27.0
1551,-27.0,-29,-27.0
1552,-27.0,-29,-27.0
1553,-27.0,-29,-27.0
1554,-27.0,-29,-27.0
1555,-27.0,-29,-27.0
1556,-27.0,-29,-27.0
1557,-27.0,-29,-27.0
1558,-27.0,-29,-27.0
1559,-27.0,-29,-27.0
1560,-27.0,-29,-27.0
1561,-27.0,-29,-27.0
1562,-27.0,-29,-27.0
1563,-27.0,-29,-27.0
1564,-27.0,-29,-27.0
1565,-27.0,-29,-27.0
1566,-27.0,-29,-27.0
1567,-27.0,-29,-27.0
1568,-27.0,-29,-27.0
1569,-27.0,-29,-27.0
1570,-27.0,-29,-27.0
1571,-27.0,-7,-27.0
1572,-25.8,-7,-27.0
1573,-24.6,-7,-25.8
1574,-22.8,-7,-24.6
1575,-20.4,-7,-22.8
1576,-18.6,-7,-20.4
1577,-16.2,-7,-18.6
1578,-14.4,-7,-16.2
1579,-12.6,-7,-14.4
1580,-10.2,-7,-12.6
1581,-9.0,-7,-10.2
1582,-7.8,-7,-9.0
1583,-7.2,-7,-7.8
1584,-6.6,-7,-7.2
1585,-6.6,-7,-6.6
1586,-6.6,-7,-6.6
1587,-6.6,-7,-6.6
1588,-6.6,-7,-6.6
1589,-6.6,-7,-6.6
1590,-6.6,-7,-6.6
1591,-6.6,-7,-6.6
1592,-6.6,-7,-6.6
1593,-6.6,-7,-6.6
1594,-6.6,-7,-6.6
1595,-6.6,-7,-6.6
1596,-6.6,-7,-6.6
1597,-6.6,-7,-6.6
1598,-6.6,-7,-6.6
1599,-6.6,-7,-6.6
1600,-6.6,-7,-6.6
1601,-6.6,-7,-6.6
1602,-6.6,-7,-6.6
1603,-6.6,-7,-6.6
1604,-6.6,-7,-6.6
1605,-6.6,-7,-6.6
1606,-6.6,-7,-6.6
1607,-6.6,-7,-6.6
1608,-6.6,-7,-6.6
1609,-6.6,-7,-6.6
1610,-6.6,-7,-6.6
1611,-6.6,-7,-6.6
1612,-6.6,-7,-6.6
1613,-6.6,-7,-6.6
1614,-6.6,-7,-6.6
1615,-6.6,-7,-6.6
1616,-6.6,-7,-6.6
1617,-6.6,-7,-6.6
1618,-6.6,-7,-6.6
1619,-6.6,-7,-6.6
1620,-6.6,-7,-6.6
1621,-6.6,-7,-6.6
1622,-6.6,-7,-6.6
1623,-6.6,-7,-6.6
1624,-6.6,-7,-6.6
1625,-6.6,-7,-6.6
1626,-6.6,-7,-6.6
1627,-6.6,-7,-6.6
1628,-6.6,-7,-6.6
1629,-6.6,-7,-6.6
1630,-6.6,-7,-6.6
1631,-6.6,-7,-6.6
1632,-6.6,-7,-6.6
1633,-6.6,-7,-6.6
1634,-6.6,-7,-6.6
1635,-6.6,-24,-6.6
1636,-7.8,-24,-6.6
1637,-9.0,-24,-7.8
1638,-10.8,-24,-9.0
1639,-12.6,-24,-10.8
1640,-14.4,-24,-12.6
1641,-16.2,-24,-14.4
1642,-18.6,-24,-16.2
1643,-19.8,-24,-18.6
1644,-20.4,-24,-19.8
1645,-21.6,-24,-20.4
1646,-21.6,-24,-21.6
1647,-21.6,-24,-21.6
1648,-22.2,-24,-21.6
1649,-22.2,-24,-22.2
1650,-22.2,-24,-22.2
1651,-22.2,-24,-22.2
1652,-22.2,-24,-22.2
1653,-22.2,-24,-22.2
1654,-22.2,-24,-22.2
1655,-22.2,-24,-22.2
1656,-22.2,-24,-22.2
1657,-22.2,-24,-22.2
1658,-22.2,-24,-22.2
1659,-22.2,-24,-22.2
1660,-22.2,-24,-22.2
1661,-22.2,-24,-22.2
1662,-22.2,-24,-22.2
1663,-22.2,-24,-22.2
1664,-22.2,-24,-22.2
1665,-22.2,-24,-22.2
1666,-22.2,-24,-22.2
1667,-22.2,-24,-22.2
1668,-22.2,-24,-22.2
1669,-22.2,-34,-22.2
1670,-23.4,-34,-22.2
1671,-24.0,-34,-23.4
1672,-24.6,-34,-24.0
1673,-25.2,-34,-24.6
1674,-26.4,-34,-25.2
1675,-27.6,-34,-26.4
1676,-28.8,-34,-27.6
1677,-29.4,-34,-28.8
1678,-30.6,-34,-29.4
1679,-31.2,-34,-30.6
1680,-31.8,-34,-31.2
1681,-31.8,-34,-31.8
1682,-31.8,-34,-31.8
1683,-31.8,-34,-31.8
1684,-31.8,-34,-31.8
1685,-31.8,-34,-31.8
1686,-31.8,-34,-31.8
1687,-31.8,-34,-31.8
1688,-31.8,-34,-31.8
1689,-31.8,-34,-31.8
1690,-31.8,-34,-31.8
1691,-31.8,-34,-31.8
1692,-31.8,-34,-31.8
1693,-31.8,-34,-31.8
1694,-31.8,-34,-31.8
1695,-31.8,-34,-31.8
1696,-31.8,-34,-31.8
1697,-31.8,-34,-31.8
1698,-31.8,-34,-31.8
1699,-31.8,-34,-31.8
1700,-31.8,-34,-31.8
1701,-31.8,-34,-31.8
1702,-31.8,-34,-31.8
1703,-31.8,-34,-31.8
1704,-31.8,-34,-31.8
1705,-31.8,-34,-31.8
1706,-31.8,-34,-31.8
1707,-31.8,-34,-31.8
1708,-31.8,-34,-31.8
1709,-31.8,-34,-31.8
1710,-31.8,-34,-31.8
1711,-31.8,-34,-31.8
1712,-31.8,-34,-31.8
1713,-31.8,-34,-31.8
1714,-31.8,-34,-31.8
1715,-31.8,-34,-31.8
1716,-31.8,-34,-31.8
1717,-31.8,-34,-31.8
1718,-31.8,-34,-31.8
1719,-31.8,-34,-31.8
1720,-31.8,-34,-31.8
1721,-31.8,-34,-31.8
1722,-31.8,-34,-31.8
1723,-31.8,-34,-31.8
1724,-31.8,-34,-31.8
1725,-31.8,-34,-31.8
1726,-31.8,-34,-31.8
1727,-31.8,-34,-31.8
1728,-31.8,-34,-31.8
1729,-31.8,-34,-31.8
1730,-31.8,-34,-31.8
1731,-31.8,-34,-31.8
1732,-31.8,-34,-31.8
1733,-31.8,-34,-31.8
1734,-31.8,-34,-31.8
1735,-31.8,-34,-31.8
1736,-31.8,-34,-31.8
1737,-31.8,-34,-31.8
1738,-31.8,-34,-31.8
1739,-31.8,-34,-31.8
1740,-31.8,-34,-31.8
1741,-31.8,-34,-31.8
1742,-31.8,-34,-31.8
1743,-31.8,-34,-31.8
1744,-31.8,-34,-31.8
1745,-31.8,-34,-31.8
1746,-31.8,-34,-31.8
1747,-31.8,-34,-31.8
1748,-31.8,-34,-31.8
1749,-31.8,-34,-31.8
1750,-30.6,2,-31.8
1751,-29.4,2,-30.6
1752,-27.6,2,-29.4
1753,-25.8,2,-27.6
1754,-23.4,2,-25.8
1755,-21.6,2,-23.4
1756,-19.2,2,-21.6
1757,-17.4,2,-19.2
1758,-15.0,2,-17.4
1759,-13.2,2,-15.0
1760,-10.2,2,-13.2
1761,-8.4,2,-10.2
1762,-5.4,2,-8.4
1763,-3.6,2,-5.4
1764,-1.8,2,-3.6
1765,-0.6,2,-1.8
1766,0.0,2,-0.6
1767,0.0,2,0.0
1768,0.0,2,0.0
1769,0.0,2,0.0
1770,0.0,2,0.0
1771,-0.6,-8,0.0
1772,-2.4,-8,-0.6
1773,-3.6,-8,-2.4
1774,-4.8,-8,-3.6
1775,-6.0,-8,-4.8
1776,-6.0,-8,-6.0
1777,-6.6,-8,-6.0
1778,-6.6,-8,-6.6
1779,-6.6,-8,-6.6
1780,-6.6,-8,-6.6
1781,-6.6,-8,-6.6
1782,-6.6,-8,-6.6
1783,-6.6,-8,-6.6
1784,-6.6,-8,-6.6
1785,-6.6,-8,-6.6
1786,-6.6,-8,-6.6
1787,-6.6,-8,-6.6
1788,-6.6,-8,-6.6
1789,-6.6,-8,-6.6
1790,-6.6,-8,-6.6
1791,-6.6,-8,-6.6
1792,-6.6,-8,-6.6
1793,-6.6,-8,-6.6
1794,-6.6,-8,-6.6
1795,-6.6,-8,-6.6
1796,-6.6,-8,-6.6
1797,-6.6,-8,-6.6
1798,-6.6,-8,-6.6
1799,-6.6,-8,-6.6
1800,-6.6,-8,-6.6
1801,-6.6,-8,-6.6
1802,-6.6,-8,-6.6
1803,-6.6,-8,-6.6
1804,-6.6,-8,-6.6
1805,-6.6,-8,-6.6
1806,-6.6,-8,-6.6
1807,-6.6,0,-6.6
1808,-4.8,0,-6.6
1809,-3.6,0,-4.8
1810,-1.8,0,-3.6
1811,-1.2,0,-1.8
1812,-0.6,0,-1.2
1813,0.0,0,-0.6
1814,0.0,0,0.0
1815,0.0,0,0.0
1816,0.0,0,0.0
1817,0.0,0,0.0
1818,0.0,0,0.0
1819,0.0,0,0.0
1820,0.0,0,0.0
1821,0.0,0,0.0
1822,0.0,0,0.0
1823,0.0,0,0.0
1824,0.0,0,0.0
1825,0.0,0,0.0
1826,0.0,0,0.0
1827,0.0,0,0.0
1828,0.0,0,0.0
1829,0.0,0,0.0
1830,0.0,0,0.0
1831,0.0,0,0.0
1832,0.0,0,0.0
1833,0.0,0,0.0
1834,0.0,0,0.0
1835,0.0,0,0.0
1836,0.0,0,0.0
1837,0.0,0,0.0
1838,0.0,0,0.0
1839,0.0,0,0.0
1840,0.0,0,0.0
1841,0.0,0,0.0
1842,0.0,0,0.0
1843,0.0,0,0.0
1844,0.0,0,0.0
1845,0.0,0,0.0
1846,0.0,0,0.0
1847,0.0,0,0.0
1848,0.0,0,0.0
1849,0.0,0,0.0
1850,0.0,0,0.0
1851,0.0,0,0.0
1852,0.0,0,0.0
1853,0.0,0,0.0
1854,0.0,0,0.0
1855,0.0,0,0.0
1856,0.0,0,0.0
1857,0.0,0,0.0
1858,0.0,0,0.0
1859,0.0,0,0.0
1860,0.0,0,0.0
1861,0.0,0,0.0
1862,0.0,0,0.0
1863,0.0,0,0.0
1864,0.0,0,0.0
1865,0.0,0,0.0
1866,0.0,0,0.0
1867,0.0,0,0.0
1868,0.0,0,0.0
1869,0.0,0,0.0
1870,0.0,0,0.0
1871,0.0,0,0.0
1872,0.0,0,0.0
1873,0.0,0,0.0
1874,0.0,0,0.0
1875,0.0,0,0.0
1876,0.0,0,0.0
1877,0.0,0,0.0
1878,0.0,0,0.0
1879,0.0,0,0.0
1880,0.0,0,0.0
1881,0.0,0,0.0
1882,0.0,0,0.0
1883,0.0,0,0.0
1884,0.0,0,0.0
1885,0.0,0,0.0
1886,0.0,0,0.0
1887,0.0,0,0.0
1888,0.0,0,0.0
1889,0.0,0,0.0
1890,0.0,0,0.0
1891,0.0,0,0.0
1892,0.0,0,0.0
1893,0.0,0,0.0
1894,0.0,0,0.0
1895,0.0,0,0.0
1896,0.0,0,0.0
1897,0.0,0,0.0
1898,0.0,0,0.0
1899,0.0,0,0.0
1900,0.0,0,0.0
1901,0.0,0,0.0
1902,0.0,0,0.0
1903,0.0,0,0.0
1904,0.0,0,0.0
1905,0.0,0,0.0
1906,0.0,0,0.0
1907,0.0,0,0.0
1908,0.0,0,0.0
1909,0.0,0,0.0
1910,0.0,0,0.0
1911,0.0,0,0.0
1912,0.0,0,0.0
1913,0.0,0,0.0
1914,0.0,0,0.0
1915,0.0,0,0.0
1916,0.0,0,0.0
1917,0.0,0,0.0
1918,0.0,0,0.0
1919,0.0,0,0.0
1920,0.0,0,0.0
1921,0.0,0,0.0
1922,0.0,0,0.0
1923,0.0,0,0.0
1924,0.0,0,0.0
1925,0.0,0,0.0
1926,0.0,0,0.0
1927,0.0,0,0.0
1928,0.0,0,0.0
1929,0.0,0,0.0
1930,0.0,0,0.0
1931,0.0,0,0.0
1932,0.0,0,0.0
1933,0.0,0,0.0
1934,0.0,0,0.0
1935,0.0,0,0.0
1936,0.0,0,0.0
1937,0.0,0,0.0
1938,0.0,0,0.0
1939,0.6,39,0.0
1940,1.2,39,0.6
1941,1.8,39,1.2
1942,3.6,39,1.8
1943,4.8,39,3.6
1944,6.6,39,4.8
1945,7.8,39,6.6
1946,10.2,39,7.8
1947,12.0,39,10.2
1948,13.8,39,12.0
1949,16.2,39,13.8
